PURCHASE#,CLIENT#,PER#,PAYMENTMETHOD,DELIVERYMETHOD,TOTALAMOUNT
491,3498,386,Debit Card,Pick Up,6
492,3498,386,Credit Card,Pick Up,6
493,614,387,Debit Card,Pick Up,6
494,614,387,Credit Card,Pick Up,6
495,4562,388,Debit Card,Mail,6.5
496,4553,389,Cash,Mail,6.5
497,1011,390,Debit Card,Mail,6.5
498,1011,390,Debit Card,Pick Up,6
499,1231,391,Cash,Pick Up,6
500,4997,392,Cash,Pick Up,6
501,4704,393,Credit Card,Pick Up,6
502,4758,394,Debit Card,Pick Up,6
503,3906,395,Debit Card,Pick Up,6
504,4671,396,Debit Card,Pick Up,6
505,411,397,Credit Card,Mail,6.5
506,411,397,Cash,Pick Up,6
507,743,398,Credit Card,Pick Up,6
508,743,398,Credit Card,Pick Up,6
509,1466,399,Debit Card,Mail,6.5
510,174,400,Credit Card,Pick Up,6
511,2348,401,Credit Card,Mail,6.5
512,2348,401,Debit Card,Mail,6.5
513,1966,402,Cash,Mail,6.5
514,860,403,Cash,Pick Up,6
515,1574,404,Debit Card,Mail,6.5
516,1310,405,Debit Card,Pick Up,6
517,913,406,Debit Card,Mail,6.5
518,1355,407,Cash,Pick Up,6
519,1805,408,Debit Card,Pick Up,6
520,1805,408,Credit Card,Mail,6.5
521,1258,409,Cash,Mail,6.5
522,1258,409,Credit Card,Mail,6.5
523,1475,410,Debit Card,Pick Up,6
524,2223,411,Cash,Pick Up,6
525,2274,412,Cash,Pick Up,6
526,2274,412,Debit Card,Mail,6.5
527,861,413,Credit Card,Pick Up,6
528,535,414,Credit Card,Mail,6.5
529,899,415,Credit Card,Mail,6.5
530,1793,416,Cash,Mail,6.5
531,959,417,Cash,Pick Up,6
532,1068,418,Cash,Mail,6.5
533,1868,419,Credit Card,Pick Up,6
534,1868,419,Credit Card,Pick Up,6
535,1730,420,Credit Card,Mail,6.5
536,1730,420,Debit Card,Pick Up,6
537,1508,421,Debit Card,Mail,6.5
538,618,422,Credit Card,Pick Up,6
539,323,423,Credit Card,Mail,6.5
540,323,423,Credit Card,Mail,6.5
541,2405,424,Debit Card,Mail,6.5
542,2541,425,Debit Card,Pick Up,6
543,207,426,Cash,Mail,6.5
544,749,427,Credit Card,Pick Up,6
545,694,428,Credit Card,Mail,6.5
546,525,429,Cash,Mail,6.5
547,4948,430,Credit Card,Pick Up,6
548,4948,430,Cash,Mail,6.5
549,4383,431,Debit Card,Mail,6.5
550,4383,431,Cash,Pick Up,6
551,3388,432,Credit Card,Pick Up,6
552,4398,433,Debit Card,Pick Up,6
553,4671,434,Debit Card,Pick Up,6
554,4671,434,Cash,Mail,6.5
555,3925,435,Debit Card,Pick Up,6
556,3920,436,Cash,Mail,6.5
557,3239,437,Credit Card,Pick Up,6
558,4762,438,Cash,Pick Up,6
559,4382,439,Cash,Mail,6.5
560,4118,440,Cash,Mail,6.5
561,3610,441,Cash,Mail,6.5
562,3610,441,Credit Card,Pick Up,6
563,4156,442,Debit Card,Pick Up,6
564,4156,442,Debit Card,Mail,6.5
565,4396,443,Credit Card,Mail,6.5
566,3736,444,Cash,Mail,6.5
567,3331,445,Debit Card,Pick Up,6
568,3331,445,Cash,Mail,6.5
569,4660,446,Debit Card,Mail,6.5
570,3197,447,Debit Card,Mail,6.5
571,2289,448,Credit Card,Pick Up,6
572,4103,449,Cash,Pick Up,6
573,3339,450,Cash,Mail,6.5
574,3519,451,Debit Card,Mail,6.5
575,1163,452,Cash,Pick Up,6
576,1163,452,Debit Card,Pick Up,6
577,1804,453,Debit Card,Mail,6.5
578,1804,453,Debit Card,Mail,6.5
579,4439,454,Debit Card,Pick Up,6
580,3482,455,Cash,Mail,6.5
581,3629,456,Credit Card,Pick Up,6
582,3629,456,Cash,Pick Up,6
583,4923,457,Cash,Pick Up,6
584,4431,458,Debit Card,Pick Up,6
585,3962,459,Debit Card,Mail,6.5
586,2692,460,Credit Card,Pick Up,6
587,3029,461,Credit Card,Mail,6.5
588,4262,462,Debit Card,Pick Up,6
589,530,463,Credit Card,Pick Up,6
590,530,463,Debit Card,Mail,6.5
591,1282,464,Credit Card,Mail,6.5
592,1282,464,Credit Card,Pick Up,6
593,729,465,Cash,Pick Up,6
594,1300,466,Credit Card,Pick Up,6
595,322,467,Debit Card,Pick Up,6
596,322,467,Debit Card,Pick Up,6
597,72,468,Debit Card,Pick Up,6
598,1181,469,Cash,Pick Up,6
599,56,470,Cash,Mail,6.5
600,544,471,Credit Card,Pick Up,6
601,4507,472,Credit Card,Pick Up,6
602,625,473,Debit Card,Pick Up,6
603,998,474,Cash,Pick Up,6
604,998,474,Cash,Mail,6.5
605,2434,475,Cash,Pick Up,6
606,2434,475,Cash,Pick Up,6
607,1892,476,Debit Card,Pick Up,6
608,1158,477,Credit Card,Pick Up,6
609,2345,478,Cash,Mail,6.5
610,2345,478,Cash,Pick Up,6
611,1904,479,Debit Card,Pick Up,6
612,1924,480,Credit Card,Pick Up,6
613,3852,481,Debit Card,Mail,6.5
614,298,482,Credit Card,Mail,6.5
615,2508,483,Cash,Mail,6.5
616,1591,484,Credit Card,Pick Up,6
617,159,485,Cash,Mail,6.5
618,159,485,Cash,Mail,6.5
619,1668,486,Cash,Mail,6.5
620,1668,486,Debit Card,Pick Up,6
621,541,487,Debit Card,Mail,6.5
622,1143,488,Credit Card,Pick Up,6
623,1403,489,Debit Card,Mail,6.5
624,1403,489,Cash,Pick Up,6
625,1068,490,Credit Card,Pick Up,6
626,756,491,Credit Card,Mail,6.5
627,3722,492,Debit Card,Mail,6.5
628,826,493,Cash,Pick Up,6
629,1622,494,Credit Card,Pick Up,6
630,1984,495,Credit Card,Mail,6.5
631,4293,496,Cash,Pick Up,6
632,4293,496,Debit Card,Pick Up,6
633,2710,497,Debit Card,Mail,6.5
634,2710,497,Credit Card,Pick Up,6
635,4513,498,Credit Card,Pick Up,6
636,3543,499,Credit Card,Mail,6.5
637,4863,500,Cash,Mail,6.5
638,4863,500,Credit Card,Mail,6.5
639,3781,501,Debit Card,Mail,6.5
640,3266,502,Debit Card,Mail,6.5
641,3182,503,Cash,Mail,6.5
642,3743,504,Credit Card,Mail,6.5
643,3299,505,Cash,Mail,6.5
644,3646,506,Cash,Pick Up,6
645,4912,507,Debit Card,Mail,6.5
646,4912,507,Debit Card,Pick Up,6
647,3776,508,Cash,Mail,6.5
648,3776,508,Cash,Pick Up,6
649,3988,509,Debit Card,Pick Up,6
650,2636,510,Cash,Mail,6.5
651,3774,511,Credit Card,Pick Up,6
652,3774,511,Cash,Pick Up,6
653,4444,512,Cash,Pick Up,6
654,4271,513,Credit Card,Pick Up,6
655,3476,514,Cash,Pick Up,6
656,3027,515,Cash,Pick Up,6
657,4674,516,Debit Card,Mail,6.5
658,3653,517,Cash,Mail,6.5
659,4804,518,Debit Card,Mail,6.5
660,4804,518,Debit Card,Pick Up,6
661,2712,519,Cash,Mail,6.5
662,2712,519,Credit Card,Pick Up,6
663,4400,520,Debit Card,Pick Up,6
664,2655,521,Debit Card,Pick Up,6
665,4954,522,Cash,Mail,6.5
666,4954,522,Debit Card,Pick Up,6
667,3820,523,Debit Card,Pick Up,6
668,2376,524,Cash,Pick Up,6
669,4946,525,Debit Card,Mail,6.5
670,4931,526,Credit Card,Pick Up,6
671,1364,527,Debit Card,Pick Up,6
672,3434,528,Cash,Pick Up,6
673,1288,529,Credit Card,Mail,6.5
674,1288,529,Cash,Mail,6.5
675,2289,530,Debit Card,Mail,6.5
676,2289,530,Credit Card,Mail,6.5
677,586,531,Credit Card,Pick Up,6
678,1585,532,Debit Card,Mail,6.5
679,1016,533,Debit Card,Mail,6.5
680,1016,533,Debit Card,Mail,6.5
681,992,534,Cash,Pick Up,6
682,3904,535,Debit Card,Pick Up,6
683,392,536,Debit Card,Mail,6.5
684,985,537,Credit Card,Pick Up,6
685,2446,538,Credit Card,Pick Up,6
686,777,539,Cash,Pick Up,6
687,4735,540,Debit Card,Mail,6.5
688,4735,540,Debit Card,Mail,6.5
689,2366,541,Debit Card,Mail,6.5
690,2366,541,Cash,Mail,6.5
691,972,542,Cash,Mail,6.5
692,1324,543,Cash,Pick Up,6
693,904,544,Credit Card,Mail,6.5
694,904,544,Cash,Mail,6.5
695,1854,545,Cash,Pick Up,6
696,2382,546,Cash,Mail,6.5
697,430,547,Debit Card,Pick Up,6
698,1129,548,Credit Card,Mail,6.5
699,3067,549,Debit Card,Mail,6.5
700,4829,550,Debit Card,Mail,6.5
701,4704,551,Debit Card,Pick Up,6
702,4704,551,Credit Card,Mail,6.5
703,2494,552,Cash,Mail,6.5
704,2494,552,Cash,Pick Up,6
705,2607,553,Credit Card,Mail,6.5
706,1100,554,Credit Card,Mail,6.5
707,787,555,Cash,Pick Up,6
708,787,555,Cash,Mail,6.5
709,272,556,Debit Card,Pick Up,6
710,2499,557,Credit Card,Pick Up,6
711,4357,558,Cash,Pick Up,6
712,14,559,Credit Card,Mail,6.5
713,907,560,Credit Card,Mail,6.5
714,695,561,Debit Card,Pick Up,6
715,3617,562,Credit Card,Pick Up,6
716,3617,562,Debit Card,Pick Up,6
717,2973,563,Credit Card,Pick Up,6
718,2973,563,Debit Card,Pick Up,6
719,2726,564,Cash,Pick Up,6
720,3561,565,Debit Card,Pick Up,6
721,2851,566,Credit Card,Pick Up,6
722,2851,566,Cash,Pick Up,6
723,4623,567,Credit Card,Mail,6.5
724,2841,568,Debit Card,Pick Up,6
725,4739,569,Credit Card,Pick Up,6
726,4969,570,Debit Card,Mail,6.5
727,3733,571,Debit Card,Mail,6.5
728,155,572,Debit Card,Mail,6.5
729,3108,573,Debit Card,Mail,6.5
730,3108,573,Debit Card,Pick Up,6
731,2141,574,Cash,Pick Up,6
732,2141,574,Debit Card,Mail,6.5
733,3454,575,Cash,Pick Up,6
734,4421,576,Debit Card,Pick Up,6
735,4590,577,Cash,Pick Up,6
736,4590,577,Cash,Pick Up,6
737,4541,578,Debit Card,Pick Up,6
738,3869,579,Cash,Pick Up,6
739,3679,580,Debit Card,Mail,6.5
740,2880,581,Debit Card,Pick Up,6
741,4322,582,Credit Card,Mail,6.5
742,3009,583,Credit Card,Mail,6.5
743,2804,584,Credit Card,Mail,6.5
744,2804,584,Debit Card,Mail,6.5
745,3188,585,Cash,Mail,6.5
746,3188,585,Cash,Mail,6.5
747,3942,586,Credit Card,Pick Up,6
748,4363,587,Debit Card,Mail,6.5
749,4277,588,Credit Card,Mail,6.5
750,4277,588,Debit Card,Pick Up,6
751,3158,589,Credit Card,Pick Up,6
752,4820,590,Credit Card,Mail,6.5
753,3336,591,Cash,Mail,6.5
754,4262,592,Debit Card,Mail,6.5
755,4374,593,Cash,Pick Up,6
756,4167,594,Cash,Pick Up,6
757,1230,595,Debit Card,Mail,6.5
758,1230,595,Credit Card,Pick Up,6
759,2165,596,Debit Card,Pick Up,6
760,2165,596,Cash,Mail,6.5
761,1681,597,Cash,Pick Up,6
762,675,598,Credit Card,Mail,6.5
763,2154,599,Credit Card,Mail,6.5
764,2154,599,Debit Card,Pick Up,6
765,1582,600,Credit Card,Mail,6.5
766,2336,601,Cash,Pick Up,6
767,1060,602,Credit Card,Pick Up,6
768,3345,603,Credit Card,Pick Up,6
769,1673,604,Debit Card,Mail,6.5
770,2019,605,Credit Card,Pick Up,6
771,3182,606,Credit Card,Mail,6.5
772,3182,606,Credit Card,Mail,6.5
773,2293,607,Debit Card,Pick Up,6
774,2293,607,Credit Card,Mail,6.5
775,906,608,Debit Card,Pick Up,6
776,1085,609,Cash,Pick Up,6
777,1605,610,Debit Card,Pick Up,6
778,1605,610,Credit Card,Pick Up,6
779,1393,611,Debit Card,Mail,6.5
780,2385,612,Debit Card,Mail,6.5
781,785,613,Debit Card,Pick Up,6
782,179,614,Debit Card,Pick Up,6
783,433,615,Debit Card,Pick Up,6
784,2400,616,Credit Card,Mail,6.5
785,2135,617,Debit Card,Mail,6.5
786,2135,617,Credit Card,Pick Up,6
787,862,618,Cash,Mail,6.5
788,862,618,Cash,Mail,6.5
789,2517,619,Cash,Pick Up,6
790,716,620,Cash,Pick Up,6
791,1853,621,Cash,Pick Up,6
792,1853,621,Debit Card,Mail,6.5
793,1715,622,Debit Card,Pick Up,6
794,1750,623,Debit Card,Pick Up,6
795,1279,624,Cash,Pick Up,6
796,310,625,Credit Card,Pick Up,6
797,1085,626,Credit Card,Mail,6.5
798,1407,627,Credit Card,Mail,6.5
799,3686,628,Credit Card,Pick Up,6
800,3686,628,Cash,Pick Up,6
801,4611,629,Debit Card,Pick Up,6
802,4611,629,Credit Card,Mail,6.5
1999,3304,1570,Credit Card,Mail,6.5
2000,4649,1571,Cash,Pick Up,6
2001,3445,1572,Credit Card,Mail,6.5
2002,4791,1573,Credit Card,Mail,6.5
2003,3808,1574,Credit Card,Pick Up,6
2004,3808,1574,Cash,Mail,6.5
2005,3192,1575,Debit Card,Pick Up,6
2006,3192,1575,Credit Card,Mail,6.5
2007,4197,1576,Cash,Pick Up,6
2008,3110,1577,Cash,Mail,6.5
2009,3338,1578,Debit Card,Pick Up,6
2010,3338,1578,Cash,Pick Up,6
2011,1240,1579,Credit Card,Mail,6.5
2012,118,1580,Debit Card,Pick Up,6
2013,4284,1581,Credit Card,Pick Up,6
2014,3904,1582,Debit Card,Mail,6.5
2015,2844,1583,Debit Card,Pick Up,6
2016,4677,1584,Debit Card,Pick Up,6
2017,2471,1585,Credit Card,Mail,6.5
2018,2471,1585,Cash,Mail,6.5
2019,1143,1586,Debit Card,Mail,6.5
2020,1143,1586,Debit Card,Pick Up,6
2021,316,1587,Debit Card,Mail,6.5
2022,3915,1588,Cash,Mail,6.5
2023,2036,1589,Debit Card,Pick Up,6
2024,2036,1589,Debit Card,Mail,6.5
2025,293,1590,Debit Card,Pick Up,6
2026,510,1591,Credit Card,Pick Up,6
2027,4123,1592,Credit Card,Pick Up,6
2028,1121,1593,Cash,Mail,6.5
2029,2103,1594,Credit Card,Mail,6.5
2030,1923,1595,Debit Card,Pick Up,6
2031,881,1596,Credit Card,Pick Up,6
2032,881,1596,Cash,Pick Up,6
2033,1840,1597,Cash,Mail,6.5
2034,1840,1597,Debit Card,Mail,6.5
2035,3021,1598,Cash,Mail,6.5
2036,3463,1599,Credit Card,Pick Up,6
2037,4127,1600,Debit Card,Pick Up,6
2038,4127,1600,Cash,Mail,6.5
2039,674,1601,Credit Card,Pick Up,6
2040,726,1602,Debit Card,Mail,6.5
2041,360,1603,Credit Card,Pick Up,6
2042,1994,1604,Credit Card,Mail,6.5
2043,1557,1605,Debit Card,Mail,6.5
2044,1508,1606,Debit Card,Pick Up,6
2045,877,1607,Cash,Pick Up,6
2046,877,1607,Cash,Pick Up,6
2047,950,1608,Cash,Pick Up,6
2048,950,1608,Debit Card,Mail,6.5
2049,2559,1609,Cash,Pick Up,6
2050,306,1610,Debit Card,Mail,6.5
2051,2069,1611,Cash,Mail,6.5
2052,2069,1611,Cash,Pick Up,6
2053,624,1612,Credit Card,Pick Up,6
2054,622,1613,Debit Card,Pick Up,6
2055,1038,1614,Debit Card,Mail,6.5
2056,716,1615,Credit Card,Pick Up,6
2057,550,1616,Debit Card,Pick Up,6
2058,546,1617,Debit Card,Pick Up,6
2059,3666,1618,Credit Card,Mail,6.5
2060,3666,1618,Credit Card,Pick Up,6
2061,3710,1619,Credit Card,Mail,6.5
2062,3710,1619,Cash,Pick Up,6
2063,3105,1620,Debit Card,Pick Up,6
2064,4169,1621,Cash,Mail,6.5
2065,4153,1622,Debit Card,Pick Up,6
2066,4153,1622,Debit Card,Pick Up,6
2067,4100,1623,Credit Card,Pick Up,6
2068,4194,1624,Credit Card,Mail,6.5
2069,4361,1625,Debit Card,Mail,6.5
2070,2468,1626,Debit Card,Mail,6.5
2071,4431,1627,Debit Card,Pick Up,6
2072,527,1628,Debit Card,Pick Up,6
2073,4195,1629,Credit Card,Pick Up,6
2074,4195,1629,Cash,Pick Up,6
2075,2824,1630,Credit Card,Mail,6.5
2076,2824,1630,Cash,Pick Up,6
2077,3443,1631,Debit Card,Pick Up,6
2078,4768,1632,Cash,Mail,6.5
2079,4519,1633,Credit Card,Mail,6.5
2080,4519,1633,Credit Card,Pick Up,6
2081,4444,1634,Credit Card,Mail,6.5
2082,3295,1635,Debit Card,Pick Up,6
2083,3450,1636,Debit Card,Pick Up,6
2084,2928,1637,Credit Card,Pick Up,6
2085,2983,1638,Debit Card,Mail,6.5
2086,3858,1639,Credit Card,Mail,6.5
2087,4245,1640,Credit Card,Pick Up,6
2088,4245,1640,Debit Card,Mail,6.5
2089,2629,1641,Cash,Mail,6.5
2090,2629,1641,Debit Card,Mail,6.5
2091,1193,1642,Debit Card,Pick Up,6
2092,3452,1643,Credit Card,Pick Up,6
2093,3437,1644,Cash,Mail,6.5
2094,3437,1644,Credit Card,Pick Up,6
2095,4471,1645,Credit Card,Mail,6.5
2096,3722,1646,Cash,Mail,6.5
2097,4238,1647,Cash,Pick Up,6
2098,3204,1648,Debit Card,Pick Up,6
2099,3959,1649,Credit Card,Pick Up,6
2100,1162,1650,Credit Card,Mail,6.5
2101,2096,1651,Credit Card,Mail,6.5
2102,2096,1651,Debit Card,Pick Up,6
2103,661,1652,Credit Card,Mail,6.5
2104,661,1652,Debit Card,Pick Up,6
2105,341,1653,Debit Card,Mail,6.5
2106,3636,1654,Cash,Pick Up,6
2107,272,1655,Cash,Mail,6.5
2108,272,1655,Cash,Pick Up,6
2109,1695,1656,Debit Card,Mail,6.5
2110,1057,1657,Debit Card,Pick Up,6
2111,1016,1658,Cash,Mail,6.5
2112,674,1659,Credit Card,Mail,6.5
2113,633,1660,Debit Card,Pick Up,6
2114,2576,1661,Credit Card,Mail,6.5
2115,387,1662,Cash,Pick Up,6
2116,387,1662,Credit Card,Pick Up,6
2117,1391,1663,Debit Card,Mail,6.5
2118,1391,1663,Cash,Mail,6.5
2119,2495,1664,Credit Card,Mail,6.5
2120,2104,1665,Credit Card,Mail,6.5
2121,2297,1666,Debit Card,Mail,6.5
2122,2297,1666,Debit Card,Pick Up,6
2123,931,1667,Debit Card,Pick Up,6
2124,2327,1668,Debit Card,Pick Up,6
2125,2197,1669,Debit Card,Pick Up,6
2126,1989,1670,Debit Card,Pick Up,6
2127,4196,1671,Debit Card,Pick Up,6
2128,1286,1672,Debit Card,Mail,6.5
2129,2302,1673,Credit Card,Mail,6.5
2130,2302,1673,Cash,Mail,6.5
2131,1559,1674,Cash,Pick Up,6
2132,1559,1674,Credit Card,Mail,6.5
2133,1674,1675,Cash,Pick Up,6
2134,1844,1676,Credit Card,Pick Up,6
2135,1820,1677,Credit Card,Mail,6.5
2136,1820,1677,Debit Card,Pick Up,6
2137,1790,1678,Cash,Mail,6.5
2138,332,1679,Cash,Pick Up,6
2139,2594,1680,Credit Card,Mail,6.5
2140,522,1681,Credit Card,Mail,6.5
2141,1231,1682,Credit Card,Mail,6.5
2142,2438,1683,Debit Card,Mail,6.5
2143,106,1684,Credit Card,Pick Up,6
2144,106,1684,Debit Card,Mail,6.5
2145,4961,1685,Credit Card,Pick Up,6
2146,4961,1685,Credit Card,Mail,6.5
2147,3928,1686,Credit Card,Pick Up,6
2148,4834,1687,Debit Card,Mail,6.5
2149,2665,1688,Cash,Pick Up,6
2150,2665,1688,Cash,Pick Up,6
2151,3504,1689,Debit Card,Pick Up,6
2152,1078,1690,Credit Card,Pick Up,6
2153,4311,1691,Cash,Mail,6.5
2154,3827,1692,Cash,Mail,6.5
2155,4455,1693,Credit Card,Pick Up,6
2156,4946,1694,Debit Card,Mail,6.5
2157,4110,1695,Cash,Pick Up,6
2158,4110,1695,Debit Card,Pick Up,6
2159,2740,1696,Credit Card,Pick Up,6
2160,2740,1696,Cash,Pick Up,6
2161,3071,1697,Debit Card,Pick Up,6
2162,3215,1698,Credit Card,Pick Up,6
2163,3250,1699,Debit Card,Pick Up,6
2164,3250,1699,Cash,Mail,6.5
2165,3202,1700,Credit Card,Pick Up,6
2166,3551,1701,Credit Card,Pick Up,6
2167,2154,1702,Cash,Pick Up,6
2168,4407,1703,Credit Card,Mail,6.5
2169,3059,1704,Cash,Pick Up,6
2170,3682,1705,Credit Card,Pick Up,6
2171,2626,1706,Credit Card,Pick Up,6
2172,2626,1706,Debit Card,Pick Up,6
2173,4766,1707,Debit Card,Pick Up,6
2174,4766,1707,Cash,Pick Up,6
2175,3988,1708,Credit Card,Pick Up,6
2176,4317,1709,Debit Card,Mail,6.5
2177,3140,1710,Cash,Mail,6.5
2178,3140,1710,Credit Card,Pick Up,6
2179,4714,1711,Debit Card,Mail,6.5
2180,3561,1712,Debit Card,Mail,6.5
2181,2762,1713,Credit Card,Pick Up,6
2182,3066,1714,Cash,Pick Up,6
2183,3920,1715,Cash,Pick Up,6
2184,3984,1716,Credit Card,Pick Up,6
2185,661,1717,Cash,Mail,6.5
2186,661,1717,Cash,Mail,6.5
2187,403,1718,Debit Card,Mail,6.5
2188,403,1718,Cash,Pick Up,6
2189,117,1719,Cash,Mail,6.5
2190,4075,1720,Credit Card,Mail,6.5
2191,1940,1721,Cash,Mail,6.5
2192,1940,1721,Credit Card,Pick Up,6
2193,2795,1722,Debit Card,Mail,6.5
2194,395,1723,Credit Card,Pick Up,6
2195,4212,1724,Debit Card,Pick Up,6
2196,101,1725,Cash,Mail,6.5
2197,1095,1726,Debit Card,Pick Up,6
2198,52,1727,Cash,Mail,6.5
2199,2345,1728,Debit Card,Pick Up,6
2200,2345,1728,Cash,Mail,6.5
2201,2171,1729,Credit Card,Mail,6.5
2202,2171,1729,Credit Card,Pick Up,6
2203,2515,1730,Credit Card,Pick Up,6
2204,76,1731,Debit Card,Pick Up,6
2205,1335,1732,Debit Card,Pick Up,6
2206,1335,1732,Credit Card,Pick Up,6
2207,1459,1733,Credit Card,Mail,6.5
2208,1947,1734,Credit Card,Mail,6.5
2209,1501,1735,Credit Card,Pick Up,6
2210,8,1736,Debit Card,Mail,6.5
2211,2798,1737,Cash,Mail,6.5
2212,1028,1738,Debit Card,Pick Up,6
2213,1828,1739,Credit Card,Pick Up,6
2214,1828,1739,Cash,Mail,6.5
2215,1433,1740,Credit Card,Mail,6.5
2216,1433,1740,Debit Card,Pick Up,6
2217,806,1741,Credit Card,Mail,6.5
2218,2027,1742,Debit Card,Mail,6.5
2219,345,1743,Debit Card,Mail,6.5
2220,345,1743,Cash,Mail,6.5
2221,835,1744,Credit Card,Mail,6.5
2222,1938,1745,Credit Card,Mail,6.5
2223,564,1746,Cash,Pick Up,6
2224,2022,1747,Debit Card,Mail,6.5
2225,2549,1748,Debit Card,Pick Up,6
2226,1960,1749,Debit Card,Pick Up,6
2227,3973,1750,Cash,Pick Up,6
2228,3973,1750,Cash,Mail,6.5
2229,3171,1751,Cash,Pick Up,6
2230,3171,1751,Debit Card,Pick Up,6
2231,4169,1752,Debit Card,Mail,6.5
2232,4986,1753,Cash,Mail,6.5
2233,3487,1754,Cash,Pick Up,6
2234,3487,1754,Debit Card,Pick Up,6
2235,4406,1755,Credit Card,Mail,6.5
2236,4902,1756,Debit Card,Pick Up,6
2237,3194,1757,Cash,Pick Up,6
2238,3221,1758,Cash,Pick Up,6
2239,4521,1759,Debit Card,Mail,6.5
2240,3529,1760,Debit Card,Pick Up,6
2241,4433,1761,Cash,Mail,6.5
2242,4433,1761,Debit Card,Pick Up,6
2243,4961,1762,Cash,Mail,6.5
2244,4961,1762,Credit Card,Pick Up,6
2245,3701,1763,Credit Card,Mail,6.5
2246,4971,1764,Cash,Pick Up,6
2247,4541,1765,Debit Card,Pick Up,6
2248,4541,1765,Debit Card,Pick Up,6
2249,4222,1766,Credit Card,Mail,6.5
2250,3262,1767,Cash,Pick Up,6
2251,4602,1768,Debit Card,Pick Up,6
2252,4642,1769,Cash,Pick Up,6
2253,4688,1770,Debit Card,Mail,6.5
2254,3205,1771,Credit Card,Pick Up,6
2255,3952,1772,Credit Card,Mail,6.5
2256,3952,1772,Debit Card,Pick Up,6
2257,2750,1773,Cash,Pick Up,6
2258,2750,1773,Debit Card,Pick Up,6
2259,4316,1774,Credit Card,Pick Up,6
2260,3643,1775,Credit Card,Mail,6.5
2261,3866,1776,Credit Card,Mail,6.5
2262,3866,1776,Credit Card,Pick Up,6
2263,3470,1777,Credit Card,Mail,6.5
2264,4234,1778,Debit Card,Mail,6.5
2265,2116,1779,Debit Card,Pick Up,6
2266,4485,1780,Cash,Mail,6.5
2267,3894,1781,Debit Card,Mail,6.5
2268,4622,1782,Cash,Pick Up,6
2269,1599,1783,Credit Card,Mail,6.5
2270,1599,1783,Debit Card,Pick Up,6
2271,935,1784,Credit Card,Mail,6.5
2272,935,1784,Credit Card,Pick Up,6
2273,551,1785,Cash,Pick Up,6
2274,1630,1786,Credit Card,Mail,6.5
2275,1690,1787,Credit Card,Mail,6.5
2276,1690,1787,Debit Card,Mail,6.5
2277,1359,1788,Debit Card,Mail,6.5
2278,502,1789,Debit Card,Mail,6.5
2279,4090,1790,Cash,Mail,6.5
2280,1724,1791,Cash,Mail,6.5
2281,373,1792,Credit Card,Mail,6.5
2282,1579,1793,Debit Card,Mail,6.5
2283,1836,1794,Cash,Pick Up,6
2284,1836,1794,Cash,Mail,6.5
2285,1114,1795,Credit Card,Pick Up,6
2286,1114,1795,Debit Card,Mail,6.5
2287,1464,1796,Debit Card,Pick Up,6
2288,979,1797,Debit Card,Pick Up,6
2289,615,1798,Debit Card,Mail,6.5
2290,615,1798,Cash,Mail,6.5
2291,2042,1799,Credit Card,Mail,6.5
2292,622,1800,Debit Card,Mail,6.5
2293,2216,1801,Debit Card,Pick Up,6
2294,2328,1802,Credit Card,Pick Up,6
2295,1080,1803,Cash,Pick Up,6
2296,138,1804,Debit Card,Pick Up,6
2297,253,1805,Cash,Pick Up,6
2298,253,1805,Cash,Pick Up,6
2299,4625,1806,Debit Card,Mail,6.5
2300,4625,1806,Credit Card,Pick Up,6
2301,254,1807,Credit Card,Pick Up,6
2302,55,1808,Credit Card,Pick Up,6
2303,3668,1809,Cash,Pick Up,6
2304,3668,1809,Credit Card,Pick Up,6
2305,1899,1810,Cash,Pick Up,6
2306,1471,1811,Cash,Mail,6.5
2307,1377,1812,Cash,Mail,6.5
2308,1082,1813,Credit Card,Mail,6.5
2309,590,1814,Debit Card,Pick Up,6
2310,1931,1815,Debit Card,Mail,6.5
2311,3663,1816,Credit Card,Pick Up,6
2312,3663,1816,Credit Card,Pick Up,6
2313,3009,1817,Debit Card,Mail,6.5
2314,3009,1817,Debit Card,Mail,6.5
2315,1356,1818,Credit Card,Mail,6.5
2316,3749,1819,Credit Card,Pick Up,6
2317,508,1820,Cash,Pick Up,6
2318,508,1820,Debit Card,Mail,6.5
2319,4585,1821,Credit Card,Pick Up,6
2320,2920,1822,Debit Card,Mail,6.5
2321,2449,1823,Cash,Pick Up,6
2322,4031,1824,Debit Card,Mail,6.5
2323,4114,1825,Cash,Mail,6.5
2324,4031,1826,Credit Card,Mail,6.5
2325,3456,1827,Debit Card,Pick Up,6
2326,3456,1827,Cash,Pick Up,6
2327,4525,1828,Debit Card,Pick Up,6
2328,4525,1828,Credit Card,Pick Up,6
2329,4171,1829,Cash,Pick Up,6
2330,2658,1830,Debit Card,Pick Up,6
2331,4350,1831,Debit Card,Mail,6.5
2332,4350,1831,Credit Card,Pick Up,6
2333,3791,1832,Debit Card,Pick Up,6
2334,3239,1833,Debit Card,Mail,6.5
2335,377,1834,Credit Card,Mail,6.5
2336,2701,1835,Credit Card,Pick Up,6
2337,4372,1836,Credit Card,Pick Up,6
2338,3703,1837,Cash,Pick Up,6
2339,4596,1838,Credit Card,Mail,6.5
2340,4596,1838,Credit Card,Pick Up,6
2341,4046,1839,Credit Card,Mail,6.5
2342,4046,1839,Credit Card,Pick Up,6
