PER#,P#,THEATRE#,PDATE,PHOUR,PMINUTE,COMMENTS
415,8,2,18-APR-18,19,30,Normal evening time
416,8,2,18-APR-18,14,30,Normal day time
417,8,2,19-APR-18,18,45,Earlier start evening
418,8,2,19-APR-18,14,0,Earlier start day time
419,9,3,13-APR-18,19,30,Normal evening time
420,9,3,14-APR-18,19,30,Normal evening time
421,9,3,15-APR-18,19,30,Normal evening time
422,9,3,15-APR-18,14,30,Normal day time
423,9,3,16-APR-18,19,30,Normal evening time
424,9,3,17-APR-18,19,30,Normal evening time
425,9,3,17-APR-18,14,30,Normal day time
426,9,3,18-APR-18,19,30,Normal evening time
427,9,3,18-APR-18,14,30,Normal day time
428,9,3,19-APR-18,18,45,Earlier start evening
429,9,3,19-APR-18,14,0,Earlier start day time
430,10,4,13-APR-18,19,30,Normal evening time
431,10,4,14-APR-18,19,30,Normal evening time
432,10,4,15-APR-18,19,30,Normal evening time
433,10,4,15-APR-18,14,30,Normal day time
434,10,4,16-APR-18,19,30,Normal evening time
435,10,4,17-APR-18,19,30,Normal evening time
436,10,4,17-APR-18,14,30,Normal day time
437,10,4,18-APR-18,19,30,Normal evening time
438,10,4,18-APR-18,14,30,Normal day time
439,10,4,19-APR-18,18,45,Earlier start evening
440,10,4,19-APR-18,14,0,Earlier start day time
441,11,5,13-APR-18,19,30,Normal evening time
442,11,5,14-APR-18,19,30,Normal evening time
443,11,5,15-APR-18,19,30,Normal evening time
444,11,5,15-APR-18,14,30,Normal day time
445,11,5,16-APR-18,19,30,Normal evening time
446,11,5,17-APR-18,19,30,Normal evening time
447,11,5,17-APR-18,14,30,Normal day time
448,11,5,18-APR-18,19,30,Normal evening time
449,11,5,18-APR-18,14,30,Normal day time
450,11,5,19-APR-18,18,45,Earlier start evening
451,11,5,19-APR-18,14,0,Earlier start day time
452,12,6,13-APR-18,19,30,Normal evening time
453,12,6,14-APR-18,19,30,Normal evening time
454,12,6,15-APR-18,19,30,Normal evening time
455,12,6,15-APR-18,14,30,Normal day time
456,12,6,16-APR-18,19,30,Normal evening time
457,12,6,17-APR-18,19,30,Normal evening time
458,12,6,17-APR-18,14,30,Normal day time
459,12,6,18-APR-18,19,30,Normal evening time
460,12,6,18-APR-18,14,30,Normal day time
461,12,6,19-APR-18,18,45,Earlier start evening
462,12,6,19-APR-18,14,0,Earlier start day time
463,8,1,20-APR-18,19,30,Normal evening time
464,8,1,21-APR-18,19,30,Normal evening time
465,8,1,22-APR-18,19,30,Normal evening time
466,8,1,22-APR-18,14,30,Normal day time
467,8,1,23-APR-18,19,30,Normal evening time
468,8,1,24-APR-18,19,30,Normal evening time
469,8,1,24-APR-18,14,30,Normal day time
470,8,1,25-APR-18,19,30,Normal evening time
471,8,1,25-APR-18,14,30,Normal day time
472,8,1,26-APR-18,18,45,Earlier start evening
473,8,1,26-APR-18,14,0,Earlier start day time
474,9,2,20-APR-18,19,30,Normal evening time
475,9,2,21-APR-18,19,30,Normal evening time
476,9,2,22-APR-18,19,30,Normal evening time
477,9,2,22-APR-18,14,30,Normal day time
478,9,2,23-APR-18,19,30,Normal evening time
479,9,2,24-APR-18,19,30,Normal evening time
480,9,2,24-APR-18,14,30,Normal day time
481,9,2,25-APR-18,19,30,Normal evening time
482,9,2,25-APR-18,14,30,Normal day time
483,9,2,26-APR-18,18,45,Earlier start evening
484,9,2,26-APR-18,14,0,Earlier start day time
485,10,3,20-APR-18,19,30,Normal evening time
486,10,3,21-APR-18,19,30,Normal evening time
487,10,3,22-APR-18,19,30,Normal evening time
488,10,3,22-APR-18,14,30,Normal day time
489,10,3,23-APR-18,19,30,Normal evening time
490,10,3,24-APR-18,19,30,Normal evening time
491,10,3,24-APR-18,14,30,Normal day time
492,10,3,25-APR-18,19,30,Normal evening time
493,10,3,25-APR-18,14,30,Normal day time
494,10,3,26-APR-18,18,45,Earlier start evening
495,10,3,26-APR-18,14,0,Earlier start day time
496,11,4,20-APR-18,19,30,Normal evening time
497,11,4,21-APR-18,19,30,Normal evening time
498,11,4,22-APR-18,19,30,Normal evening time
499,11,4,22-APR-18,14,30,Normal day time
500,11,4,23-APR-18,19,30,Normal evening time
501,11,4,24-APR-18,19,30,Normal evening time
502,11,4,24-APR-18,14,30,Normal day time
503,11,4,25-APR-18,19,30,Normal evening time
504,11,4,25-APR-18,14,30,Normal day time
505,11,4,26-APR-18,18,45,Earlier start evening
506,11,4,26-APR-18,14,0,Earlier start day time
507,12,5,20-APR-18,19,30,Normal evening time
508,12,5,21-APR-18,19,30,Normal evening time
509,12,5,22-APR-18,19,30,Normal evening time
510,12,5,22-APR-18,14,30,Normal day time
511,12,5,23-APR-18,19,30,Normal evening time
512,12,5,24-APR-18,19,30,Normal evening time
513,12,5,24-APR-18,14,30,Normal day time
514,12,5,25-APR-18,19,30,Normal evening time
515,12,5,25-APR-18,14,30,Normal day time
516,12,5,26-APR-18,18,45,Earlier start evening
517,12,5,26-APR-18,14,0,Earlier start day time
518,13,6,20-APR-18,19,30,Normal evening time
519,13,6,21-APR-18,19,30,Normal evening time
520,13,6,22-APR-18,19,30,Normal evening time
521,13,6,22-APR-18,14,30,Normal day time
522,13,6,23-APR-18,19,30,Normal evening time
523,13,6,24-APR-18,19,30,Normal evening time
524,13,6,24-APR-18,14,30,Normal day time
525,13,6,25-APR-18,19,30,Normal evening time
526,13,6,25-APR-18,14,30,Normal day time
527,13,6,26-APR-18,18,45,Earlier start evening
528,13,6,26-APR-18,14,0,Earlier start day time
529,9,1,27-APR-18,19,30,Normal evening time
530,9,1,28-APR-18,19,30,Normal evening time
531,9,1,29-APR-18,19,30,Normal evening time
532,9,1,29-APR-18,14,30,Normal day time
533,9,1,30-APR-18,19,30,Normal evening time
534,9,1,01-MAY-18,19,30,Normal evening time
535,9,1,01-MAY-18,14,30,Normal day time
536,9,1,02-MAY-18,19,30,Normal evening time
537,9,1,02-MAY-18,14,30,Normal day time
538,9,1,03-MAY-18,18,45,Earlier start evening
539,9,1,03-MAY-18,14,0,Earlier start day time
540,10,2,27-APR-18,19,30,Normal evening time
541,10,2,28-APR-18,19,30,Normal evening time
542,10,2,29-APR-18,19,30,Normal evening time
543,10,2,29-APR-18,14,30,Normal day time
544,10,2,30-APR-18,19,30,Normal evening time
545,10,2,01-MAY-18,19,30,Normal evening time
546,10,2,01-MAY-18,14,30,Normal day time
547,10,2,02-MAY-18,19,30,Normal evening time
548,10,2,02-MAY-18,14,30,Normal day time
549,10,2,03-MAY-18,18,45,Earlier start evening
550,10,2,03-MAY-18,14,0,Earlier start day time
551,11,3,27-APR-18,19,30,Normal evening time
552,11,3,28-APR-18,19,30,Normal evening time
553,11,3,29-APR-18,19,30,Normal evening time
554,11,3,29-APR-18,14,30,Normal day time
555,11,3,30-APR-18,19,30,Normal evening time
556,11,3,01-MAY-18,19,30,Normal evening time
557,11,3,01-MAY-18,14,30,Normal day time
558,11,3,02-MAY-18,19,30,Normal evening time
559,11,3,02-MAY-18,14,30,Normal day time
560,11,3,03-MAY-18,18,45,Earlier start evening
561,11,3,03-MAY-18,14,0,Earlier start day time
562,12,4,27-APR-18,19,30,Normal evening time
563,12,4,28-APR-18,19,30,Normal evening time
564,12,4,29-APR-18,19,30,Normal evening time
565,12,4,29-APR-18,14,30,Normal day time
566,12,4,30-APR-18,19,30,Normal evening time
567,12,4,01-MAY-18,19,30,Normal evening time
568,12,4,01-MAY-18,14,30,Normal day time
569,12,4,02-MAY-18,19,30,Normal evening time
570,12,4,02-MAY-18,14,30,Normal day time
571,12,4,03-MAY-18,18,45,Earlier start evening
572,12,4,03-MAY-18,14,0,Earlier start day time
573,13,5,27-APR-18,19,30,Normal evening time
574,13,5,28-APR-18,19,30,Normal evening time
575,13,5,29-APR-18,19,30,Normal evening time
576,13,5,29-APR-18,14,30,Normal day time
577,13,5,30-APR-18,19,30,Normal evening time
578,13,5,01-MAY-18,19,30,Normal evening time
579,13,5,01-MAY-18,14,30,Normal day time
580,13,5,02-MAY-18,19,30,Normal evening time
581,13,5,02-MAY-18,14,30,Normal day time
582,13,5,03-MAY-18,18,45,Earlier start evening
583,13,5,03-MAY-18,14,0,Earlier start day time
584,1,6,27-APR-18,19,30,Normal evening time
585,1,6,28-APR-18,19,30,Normal evening time
586,1,6,29-APR-18,19,30,Normal evening time
587,1,6,29-APR-18,14,30,Normal day time
588,1,6,30-APR-18,19,30,Normal evening time
589,1,6,01-MAY-18,19,30,Normal evening time
590,1,6,01-MAY-18,14,30,Normal day time
591,1,6,02-MAY-18,19,30,Normal evening time
592,1,6,02-MAY-18,14,30,Normal day time
593,1,6,03-MAY-18,18,45,Earlier start evening
594,1,6,03-MAY-18,14,0,Earlier start day time
595,10,1,04-MAY-18,19,30,Normal evening time
596,10,1,05-MAY-18,19,30,Normal evening time
597,10,1,06-MAY-18,19,30,Normal evening time
598,10,1,06-MAY-18,14,30,Normal day time
599,10,1,07-MAY-18,19,30,Normal evening time
600,10,1,08-MAY-18,19,30,Normal evening time
601,10,1,08-MAY-18,14,30,Normal day time
602,10,1,09-MAY-18,19,30,Normal evening time
1503,14,5,07-AUG-18,14,30,Normal day time
1504,14,5,08-AUG-18,19,30,Normal evening time
1505,14,5,08-AUG-18,14,30,Normal day time
1506,14,5,09-AUG-18,18,45,Earlier start evening
1507,14,5,09-AUG-18,14,0,Earlier start day time
1508,15,6,03-AUG-18,19,30,Normal evening time
1509,15,6,04-AUG-18,19,30,Normal evening time
1510,15,6,05-AUG-18,19,30,Normal evening time
1511,15,6,05-AUG-18,14,30,Normal day time
1512,15,6,06-AUG-18,19,30,Normal evening time
1513,15,6,07-AUG-18,19,30,Normal evening time
1514,15,6,07-AUG-18,14,30,Normal day time
1515,15,6,08-AUG-18,19,30,Normal evening time
1516,15,6,08-AUG-18,14,30,Normal day time
1517,15,6,09-AUG-18,18,45,Earlier start evening
1518,15,6,09-AUG-18,14,0,Earlier start day time
1519,24,1,10-AUG-18,19,30,Normal evening time
1520,24,1,11-AUG-18,19,30,Normal evening time
1521,24,1,12-AUG-18,19,30,Normal evening time
1522,24,1,12-AUG-18,14,30,Normal day time
1523,24,1,13-AUG-18,19,30,Normal evening time
1524,24,1,14-AUG-18,19,30,Normal evening time
1525,24,1,14-AUG-18,14,30,Normal day time
1526,24,1,15-AUG-18,19,30,Normal evening time
1527,24,1,15-AUG-18,14,30,Normal day time
1528,24,1,16-AUG-18,18,45,Earlier start evening
1529,24,1,16-AUG-18,14,0,Earlier start day time
1530,25,2,10-AUG-18,19,30,Normal evening time
1531,25,2,11-AUG-18,19,30,Normal evening time
1532,25,2,12-AUG-18,19,30,Normal evening time
1533,25,2,12-AUG-18,14,30,Normal day time
1534,25,2,13-AUG-18,19,30,Normal evening time
1535,25,2,14-AUG-18,19,30,Normal evening time
1536,25,2,14-AUG-18,14,30,Normal day time
1537,25,2,15-AUG-18,19,30,Normal evening time
1538,25,2,15-AUG-18,14,30,Normal day time
1539,25,2,16-AUG-18,18,45,Earlier start evening
1540,25,2,16-AUG-18,14,0,Earlier start day time
1541,26,3,10-AUG-18,19,30,Normal evening time
1542,26,3,11-AUG-18,19,30,Normal evening time
1543,26,3,12-AUG-18,19,30,Normal evening time
1544,26,3,12-AUG-18,14,30,Normal day time
1545,26,3,13-AUG-18,19,30,Normal evening time
1546,26,3,14-AUG-18,19,30,Normal evening time
1547,26,3,14-AUG-18,14,30,Normal day time
1548,26,3,15-AUG-18,19,30,Normal evening time
1549,26,3,15-AUG-18,14,30,Normal day time
1550,26,3,16-AUG-18,18,45,Earlier start evening
1551,26,3,16-AUG-18,14,0,Earlier start day time
1552,14,4,10-AUG-18,19,30,Normal evening time
1553,14,4,11-AUG-18,19,30,Normal evening time
1554,14,4,12-AUG-18,19,30,Normal evening time
1555,14,4,12-AUG-18,14,30,Normal day time
1556,14,4,13-AUG-18,19,30,Normal evening time
1557,14,4,14-AUG-18,19,30,Normal evening time
1558,14,4,14-AUG-18,14,30,Normal day time
1559,14,4,15-AUG-18,19,30,Normal evening time
1560,14,4,15-AUG-18,14,30,Normal day time
1561,14,4,16-AUG-18,18,45,Earlier start evening
1562,14,4,16-AUG-18,14,0,Earlier start day time
1563,15,5,10-AUG-18,19,30,Normal evening time
1564,15,5,11-AUG-18,19,30,Normal evening time
1565,15,5,12-AUG-18,19,30,Normal evening time
1566,15,5,12-AUG-18,14,30,Normal day time
1567,15,5,13-AUG-18,19,30,Normal evening time
1568,15,5,14-AUG-18,19,30,Normal evening time
1569,15,5,14-AUG-18,14,30,Normal day time
1570,15,5,15-AUG-18,19,30,Normal evening time
1571,15,5,15-AUG-18,14,30,Normal day time
1572,15,5,16-AUG-18,18,45,Earlier start evening
1573,15,5,16-AUG-18,14,0,Earlier start day time
1574,16,6,10-AUG-18,19,30,Normal evening time
1575,16,6,11-AUG-18,19,30,Normal evening time
1576,16,6,12-AUG-18,19,30,Normal evening time
1577,16,6,12-AUG-18,14,30,Normal day time
1578,16,6,13-AUG-18,19,30,Normal evening time
1579,16,6,14-AUG-18,19,30,Normal evening time
1580,16,6,14-AUG-18,14,30,Normal day time
1581,16,6,15-AUG-18,19,30,Normal evening time
1582,16,6,15-AUG-18,14,30,Normal day time
1583,16,6,16-AUG-18,18,45,Earlier start evening
1584,16,6,16-AUG-18,14,0,Earlier start day time
1585,25,1,17-AUG-18,19,30,Normal evening time
1586,25,1,18-AUG-18,19,30,Normal evening time
1587,25,1,19-AUG-18,19,30,Normal evening time
1588,25,1,19-AUG-18,14,30,Normal day time
1589,25,1,20-AUG-18,19,30,Normal evening time
1590,25,1,21-AUG-18,19,30,Normal evening time
1591,25,1,21-AUG-18,14,30,Normal day time
1592,25,1,22-AUG-18,19,30,Normal evening time
1593,25,1,22-AUG-18,14,30,Normal day time
1594,25,1,23-AUG-18,18,45,Earlier start evening
1595,25,1,23-AUG-18,14,0,Earlier start day time
1596,26,2,17-AUG-18,19,30,Normal evening time
1597,26,2,18-AUG-18,19,30,Normal evening time
1598,26,2,19-AUG-18,19,30,Normal evening time
1599,26,2,19-AUG-18,14,30,Normal day time
1600,26,2,20-AUG-18,19,30,Normal evening time
1601,26,2,21-AUG-18,19,30,Normal evening time
1602,26,2,21-AUG-18,14,30,Normal day time
1603,26,2,22-AUG-18,19,30,Normal evening time
1604,26,2,22-AUG-18,14,30,Normal day time
1605,26,2,23-AUG-18,18,45,Earlier start evening
1606,26,2,23-AUG-18,14,0,Earlier start day time
1607,14,3,17-AUG-18,19,30,Normal evening time
1608,14,3,18-AUG-18,19,30,Normal evening time
1609,14,3,19-AUG-18,19,30,Normal evening time
1610,14,3,19-AUG-18,14,30,Normal day time
1611,14,3,20-AUG-18,19,30,Normal evening time
1612,14,3,21-AUG-18,19,30,Normal evening time
1613,14,3,21-AUG-18,14,30,Normal day time
1614,14,3,22-AUG-18,19,30,Normal evening time
1615,14,3,22-AUG-18,14,30,Normal day time
1616,14,3,23-AUG-18,18,45,Earlier start evening
1617,14,3,23-AUG-18,14,0,Earlier start day time
1618,15,4,17-AUG-18,19,30,Normal evening time
1619,15,4,18-AUG-18,19,30,Normal evening time
1620,15,4,19-AUG-18,19,30,Normal evening time
1621,15,4,19-AUG-18,14,30,Normal day time
1622,15,4,20-AUG-18,19,30,Normal evening time
1623,15,4,21-AUG-18,19,30,Normal evening time
1624,15,4,21-AUG-18,14,30,Normal day time
1625,15,4,22-AUG-18,19,30,Normal evening time
1626,15,4,22-AUG-18,14,30,Normal day time
1627,15,4,23-AUG-18,18,45,Earlier start evening
1628,15,4,23-AUG-18,14,0,Earlier start day time
1629,16,5,17-AUG-18,19,30,Normal evening time
1630,16,5,18-AUG-18,19,30,Normal evening time
1631,16,5,19-AUG-18,19,30,Normal evening time
1632,16,5,19-AUG-18,14,30,Normal day time
1633,16,5,20-AUG-18,19,30,Normal evening time
1634,16,5,21-AUG-18,19,30,Normal evening time
1635,16,5,21-AUG-18,14,30,Normal day time
1636,16,5,22-AUG-18,19,30,Normal evening time
1637,16,5,22-AUG-18,14,30,Normal day time
1638,16,5,23-AUG-18,18,45,Earlier start evening
1639,16,5,23-AUG-18,14,0,Earlier start day time
1640,17,6,17-AUG-18,19,30,Normal evening time
1641,17,6,18-AUG-18,19,30,Normal evening time
1642,17,6,19-AUG-18,19,30,Normal evening time
1643,17,6,19-AUG-18,14,30,Normal day time
1644,17,6,20-AUG-18,19,30,Normal evening time
1645,17,6,21-AUG-18,19,30,Normal evening time
1646,17,6,21-AUG-18,14,30,Normal day time
1647,17,6,22-AUG-18,19,30,Normal evening time
1648,17,6,22-AUG-18,14,30,Normal day time
1649,17,6,23-AUG-18,18,45,Earlier start evening
1650,17,6,23-AUG-18,14,0,Earlier start day time
1651,26,1,24-AUG-18,19,30,Normal evening time
1652,26,1,25-AUG-18,19,30,Normal evening time
1653,26,1,26-AUG-18,19,30,Normal evening time
1654,26,1,26-AUG-18,14,30,Normal day time
1655,26,1,27-AUG-18,19,30,Normal evening time
1656,26,1,28-AUG-18,19,30,Normal evening time
1657,26,1,28-AUG-18,14,30,Normal day time
1658,26,1,29-AUG-18,19,30,Normal evening time
1659,26,1,29-AUG-18,14,30,Normal day time
1660,26,1,30-AUG-18,18,45,Earlier start evening
1661,26,1,30-AUG-18,14,0,Earlier start day time
1662,14,2,24-AUG-18,19,30,Normal evening time
1663,14,2,25-AUG-18,19,30,Normal evening time
1664,14,2,26-AUG-18,19,30,Normal evening time
1665,14,2,26-AUG-18,14,30,Normal day time
1666,14,2,27-AUG-18,19,30,Normal evening time
1667,14,2,28-AUG-18,19,30,Normal evening time
1668,14,2,28-AUG-18,14,30,Normal day time
1669,14,2,29-AUG-18,19,30,Normal evening time
1670,14,2,29-AUG-18,14,30,Normal day time
1671,14,2,30-AUG-18,18,45,Earlier start evening
1672,14,2,30-AUG-18,14,0,Earlier start day time
1673,15,3,24-AUG-18,19,30,Normal evening time
1674,15,3,25-AUG-18,19,30,Normal evening time
1675,15,3,26-AUG-18,19,30,Normal evening time
1676,15,3,26-AUG-18,14,30,Normal day time
1677,15,3,27-AUG-18,19,30,Normal evening time
1678,15,3,28-AUG-18,19,30,Normal evening time
1679,15,3,28-AUG-18,14,30,Normal day time
1680,15,3,29-AUG-18,19,30,Normal evening time
1681,15,3,29-AUG-18,14,30,Normal day time
1682,15,3,30-AUG-18,18,45,Earlier start evening
1683,15,3,30-AUG-18,14,0,Earlier start day time
1684,16,4,24-AUG-18,19,30,Normal evening time
1685,16,4,25-AUG-18,19,30,Normal evening time
1686,16,4,26-AUG-18,19,30,Normal evening time
1687,16,4,26-AUG-18,14,30,Normal day time
1688,16,4,27-AUG-18,19,30,Normal evening time
1689,16,4,28-AUG-18,19,30,Normal evening time
1690,16,4,28-AUG-18,14,30,Normal day time
1691,16,4,29-AUG-18,19,30,Normal evening time
1692,16,4,29-AUG-18,14,30,Normal day time
1693,16,4,30-AUG-18,18,45,Earlier start evening
1694,16,4,30-AUG-18,14,0,Earlier start day time
1695,17,5,24-AUG-18,19,30,Normal evening time
1696,17,5,25-AUG-18,19,30,Normal evening time
1697,17,5,26-AUG-18,19,30,Normal evening time
1698,17,5,26-AUG-18,14,30,Normal day time
1699,17,5,27-AUG-18,19,30,Normal evening time
1700,17,5,28-AUG-18,19,30,Normal evening time
1701,17,5,28-AUG-18,14,30,Normal day time
1702,17,5,29-AUG-18,19,30,Normal evening time
1703,17,5,29-AUG-18,14,30,Normal day time
1704,17,5,30-AUG-18,18,45,Earlier start evening
1705,17,5,30-AUG-18,14,0,Earlier start day time
1706,18,6,24-AUG-18,19,30,Normal evening time
1707,18,6,25-AUG-18,19,30,Normal evening time
1708,18,6,26-AUG-18,19,30,Normal evening time
1709,18,6,26-AUG-18,14,30,Normal day time
1710,18,6,27-AUG-18,19,30,Normal evening time
1711,18,6,28-AUG-18,19,30,Normal evening time
1712,18,6,28-AUG-18,14,30,Normal day time
1713,18,6,29-AUG-18,19,30,Normal evening time
1714,18,6,29-AUG-18,14,30,Normal day time
1715,18,6,30-AUG-18,18,45,Earlier start evening
1716,18,6,30-AUG-18,14,0,Earlier start day time
1717,27,1,31-AUG-18,19,30,Normal evening time
1718,27,1,01-SEP-18,19,30,Normal evening time
1719,27,1,02-SEP-18,19,30,Normal evening time
1720,27,1,02-SEP-18,14,30,Normal day time
1721,27,1,03-SEP-18,19,30,Normal evening time
1722,27,1,04-SEP-18,19,30,Normal evening time
1723,27,1,04-SEP-18,14,30,Normal day time
1724,27,1,05-SEP-18,19,30,Normal evening time
1725,27,1,05-SEP-18,14,30,Normal day time
1726,27,1,06-SEP-18,18,45,Earlier start evening
1727,27,1,06-SEP-18,14,0,Earlier start day time
1728,28,2,31-AUG-18,19,30,Normal evening time
1729,28,2,01-SEP-18,19,30,Normal evening time
1730,28,2,02-SEP-18,19,30,Normal evening time
1731,28,2,02-SEP-18,14,30,Normal day time
1732,28,2,03-SEP-18,19,30,Normal evening time
1733,28,2,04-SEP-18,19,30,Normal evening time
1734,28,2,04-SEP-18,14,30,Normal day time
1735,28,2,05-SEP-18,19,30,Normal evening time
1736,28,2,05-SEP-18,14,30,Normal day time
1737,28,2,06-SEP-18,18,45,Earlier start evening
1738,28,2,06-SEP-18,14,0,Earlier start day time
1739,29,3,31-AUG-18,19,30,Normal evening time
1740,29,3,01-SEP-18,19,30,Normal evening time
1741,29,3,02-SEP-18,19,30,Normal evening time
1742,29,3,02-SEP-18,14,30,Normal day time
1743,29,3,03-SEP-18,19,30,Normal evening time
1744,29,3,04-SEP-18,19,30,Normal evening time
1745,29,3,04-SEP-18,14,30,Normal day time
1746,29,3,05-SEP-18,19,30,Normal evening time
1747,29,3,05-SEP-18,14,30,Normal day time
1748,29,3,06-SEP-18,18,45,Earlier start evening
1749,29,3,06-SEP-18,14,0,Earlier start day time
1750,30,4,31-AUG-18,19,30,Normal evening time
1751,30,4,01-SEP-18,19,30,Normal evening time
1752,30,4,02-SEP-18,19,30,Normal evening time
1753,30,4,02-SEP-18,14,30,Normal day time
1754,30,4,03-SEP-18,19,30,Normal evening time
1755,30,4,04-SEP-18,19,30,Normal evening time
1756,30,4,04-SEP-18,14,30,Normal day time
1757,30,4,05-SEP-18,19,30,Normal evening time
1758,30,4,05-SEP-18,14,30,Normal day time
1759,30,4,06-SEP-18,18,45,Earlier start evening
1760,30,4,06-SEP-18,14,0,Earlier start day time
1761,31,5,31-AUG-18,19,30,Normal evening time
1762,31,5,01-SEP-18,19,30,Normal evening time
1763,31,5,02-SEP-18,19,30,Normal evening time
1764,31,5,02-SEP-18,14,30,Normal day time
1765,31,5,03-SEP-18,19,30,Normal evening time
1766,31,5,04-SEP-18,19,30,Normal evening time
1767,31,5,04-SEP-18,14,30,Normal day time
1768,31,5,05-SEP-18,19,30,Normal evening time
1769,31,5,05-SEP-18,14,30,Normal day time
1770,31,5,06-SEP-18,18,45,Earlier start evening
1771,31,5,06-SEP-18,14,0,Earlier start day time
1772,32,6,31-AUG-18,19,30,Normal evening time
1773,32,6,01-SEP-18,19,30,Normal evening time
